-4.412938 -3.567386
-4.052605 -3.220228
-3.529774 -2.120972
-3.839878 -3.110239
-3.181951 -4.045872
-3.812699 -5.707633
-3.953526 -3.976542
-3.816265 -5.246733
-2.932965 -3.760562
-3.696528 -3.300776
-5.052043 -2.231600
-3.432157 -5.28453
-4.559585 -5.862605
-6.222453 -3.34568
-5.180421 -4.640874
-4.139789 -3.998257
-3.244393 -5.051653
-5.110017 -4.153496
-1.992188 -4.486946
-4.189423 -5.393083
-4.090104 -3.563053
-5.601592 -3.264039
-3.777662 -3.720173
-4.826965 -4.571278
-3.595712 -3.096004
-3.543128 -6.428025
-3.475062 -3.470693
-3.927739 -5.152628
-3.491034 -3.570786
-3.886060 -3.999486
-4.863623 -4.739603
-3.306477 -4.399149
-4.691224 -4.05077
-4.473690 -3.442946
-4.774879 -3.694694
-4.138002 -3.953102
-3.62599 -2.147874
-3.733666 -3.174068
-5.8801 -4.27104
-5.956657 -4.48967
-3.57814 -3.32074
-3.236161 -2.932852
-3.550653 -4.23491
-4.305319 -3.195134
-3.796698 -1.331776
-5.34337 -4.15556
-4.030017 -3.099453
-3.334049 -3.513563
-4.149527 -4.401706
-3.040211 -3.810568
-4.055631 -4.922957
-3.707049 -2.830255
-5.216934 -2.808951
-4.133129 -3.378462
-4.918691 -2.993156
-4.32265 -4.436286
-4.66643 -5.380184
-5.990383 -3.686834
-5.676779 -3.639953
-5.030182 -5.680047
-4.180871 -4.903918
-3.346185 -3.925674
-2.405153 -4.610283
-2.864783 -2.636688
-5.557678 -4.463297
-4.776224 -3.111535
-4.106812 -2.897691
-2.724656 -4.68452
-3.295187 -4.613672
-3.068662 -3.114916
-2.677866 -4.024308
-3.390434 -5.335094
-4.495067 -4.017984
-4.453826 -3.592809
-3.351067 -4.231391
-4.471881 -4.468397
-4.398369 -5.204948
-5.642145 -4.626678
-3.366803 -5.544147
-3.138477 -4.016155
-4.92455 -3.546774
-3.543181 -4.555626
-3.949482 -4.228478
-3.679466 -3.846924
-3.529964 -3.229642
-4.458469 -6.469592
-4.456266 -4.737661
-4.153089 -5.139926
-2.093640 -3.235593
-3.165586 -2.447912
-3.627354 -2.580722
-3.630852 -4.803662
-3.87601 -3.666518
-4.669264 -3.641711
-2.127603 -3.947369
-4.164605 -2.521097
-4.676005 -3.011624
-2.444593 -5.148878
-4.830042 -3.023177
-3.716791 -4.638952
-3.898309 -4.0202
-5.033064 -3.848025
-4.625524 -5.607211
-3.706495 -2.372689
-3.185202 -3.959308
-2.856501 -5.073096
-3.81912 -5.403568
-4.0729 -3.865918
-4.508589 -4.090745
-2.314594 -2.588871
-4.119699 -3.198521
-4.2405 -4.260397
-3.097805 -3.628112
-3.328057 -2.886987
-4.632662 -4.681303
-4.067306 -3.671244
-2.804561 -2.745501
-3.423275 -3.406037
-2.52181 -2.903267
-4.992287 -2.606502
-3.54079 -2.898186
-5.087482 -4.913428
-2.994171 -3.342144
-2.894899 -5.633725
-4.260871 -2.747673
-3.381228 -2.574381
-3.914162 -4.912424
-2.014925 -3.95391
-5.056933 -4.752457
-3.374656 -0.7072279
-1.590085 -4.723508
-3.83942 -6.16584
-2.696753 -6.162862
-4.324853 -3.609831
-3.193880 -2.551369
-4.191230 -4.475225
-3.478347 -4.572367
-4.345354 -4.876609
-3.768066 -6.604731
-4.572748 -3.495719
-3.340303 -3.494794
-5.750232 -3.989159
-5.142868 -2.925955
-4.223947 -4.639141
-5.095574 -3.325734
-2.031618 -2.078173
-3.545363 -3.084692
-3.802549 -6.122248
-5.067904 -5.066469
-3.217849 -2.286487
-4.996917 -5.504686
-5.725036 -5.142392
-4.526013 -4.591627
-4.757981 -3.304904
-2.588144 -5.814487
-5.354711 -4.524497
-4.237253 -4.622487
-6.809583 -5.208931
-3.29662 -5.311862
-3.334808 -1.209582
-5.661602 -4.209471
-4.482268 -1.567555
-2.752221 -3.926705
-3.86139 -4.447477
-3.586156 -3.461992
-5.257135 -2.864257
-4.3659 -2.924420
-2.172700 -3.922108
-4.383815 -5.397935
-1.935422 -4.968072
-4.780795 -1.920577
-4.216157 -5.119503
-3.837048 -2.8836
-2.442984 -4.581191
-2.157972 -3.736237
-5.312675 -3.113517
-3.793193 -4.582691
-1.896579 -4.498424
-3.712178 -5.212073
-4.49498 -4.595358
-4.032842 -3.576310
-4.532024 -4.149964
-4.178672 -2.750043
-2.346064 -3.30284
-5.655932 -2.584237
-3.950369 -4.143023
-3.865989 -5.909832
-3.731794 -1.021785
-3.816413 -3.929401
-5.619856 -4.361469
-2.082226 -3.116861
-3.359064 -6.678767
-2.9709 -3.459894
-4.366021 -3.83692
-3.207313 -2.59666
-4.458666 -4.879951
-4.092479 -4.027603
-6.221215 -4.175653
-5.078625 -6.105977
-3.894471 -3.363852
-2.254409 -4.2667
-3.409974 -4.087048
-2.995198 -5.513258
-5.622685 -5.627346
-3.009272 -3.683102
-4.28809 -4.281324
-5.116243 -5.298137
-4.688371 -3.242024
-4.424593 -5.087983
-3.957606 -3.982197
-4.429547 -4.144338
-4.714161 -4.653006
-4.702573 -5.065583
-3.332398 -3.716473
-4.373854 -3.105685
-6.341509 -5.779463
-4.375788 -5.643364
-5.898375 -3.858448
-6.061134 -4.951146
-4.037266 -4.699562
-2.703921 -5.296703
-3.143373 -3.924455
-4.004247 -5.913181
-5.534442 -3.415255
-4.652286 -2.86699
-4.866797 -3.818003
-4.736631 -3.620791
-2.404215 -3.796555
-4.302408 -3.445805
-3.545477 -5.188099
-4.109335 -3.934341
-4.825722 -2.734310
-3.967032 -3.736947
-4.765175 -4.638575
-3.281075 -3.482489
-4.091881 -5.686055
-3.25954 -4.107827
-3.750894 -5.182084
-1.173826 -3.114043
-4.738474 -4.3855
-3.751451 -5.236971
-3.232823 -2.33473
-3.296283 -5.203408
-2.218815 -4.401032
-3.594263 -4.190476
-4.45663 -3.446385
-4.933587 -4.899713
-2.713848 -4.711454
-4.55909 -4.832307
-1.657608 -4.750934
-5.033813 -4.035987
-5.540208 -3.824107
-3.747884 -3.568528
-2.488466 -4.656201
-4.756089 -3.991958
-4.124783 -3.436679
-4.851703 -4.364553
-3.655366 -4.44178
-3.185496 -3.589887
-3.426291 -3.693662
-5.623117 -5.311236
-4.489883 -2.684078
-2.600686 -4.051732
-3.754333 -5.020531
-4.310471 -4.874704
-6.236732 -5.428651
-2.640834 -3.97626
-4.144746 -4.700367
-4.632353 -3.286069
-3.712089 -4.603136
-4.821066 -4.207076
-4.873392 -4.222699
-5.03847 -4.421983
-3.888013 -4.110614
-5.522909 -4.783074
-4.822029 -3.250389
-4.635228 -2.103967
-1.372489 -3.84183
-5.37969 -3.241106
-5.011177 -4.548004
-4.839825 -1.896464
-2.608225 -3.937138
-3.553582 -4.033198
-3.378099 -4.592877
-3.761061 -4.358114
-4.947996 -2.950556
-3.746464 -3.566792
-5.127949 -3.758584
-5.798099 -5.688674
-4.802598 -3.929028
-3.178154 -2.787775
-4.291095 -3.796691
-3.123 -3.822599
-3.169035 -2.870897
-2.890616 -4.248219
-3.75162 -4.669259
-3.888974 -3.877179
-3.551006 -3.784106
-3.681391 -5.179785
-3.179207 -2.473556
-4.411942 -4.222907
-3.721359 -4.244302
-5.598768 -3.748740
-3.586938 -4.300953
-5.761958 -3.515047
-5.139766 -4.073653
-3.226502 -4.48655
-4.089147 -5.512013
-3.900985 -5.064958
-3.712298 -3.591511
-4.677674 -3.843287
-3.477899 -4.073991
-5.13088 -3.312265
-2.337759 -2.405261
-4.471256 -2.25753
-5.329785 -3.655698
-2.080565 -4.239582
-4.860607 -2.700445
-4.327695 -4.004513
-1.560121 -4.303327
-3.078365 -3.880895
-4.079556 -5.233745
-4.671234 -3.25333
-5.167917 -4.426887
-2.742073 -5.830365
-5.405917 -5.73618
-3.569022 -4.706032
-5.935327 -3.24659
-4.577275 -5.604125
-3.831037 -6.036807
-3.888326 -3.793987
-5.193603 -5.083152
-4.391314 -2.632222
-5.360355 -4.31602
-4.129886 -3.031868
-2.938222 -2.849454
-4.502739 -1.532717
-5.036383 -3.897391
-5.129709 -4.081022
-2.705964 -3.90748
-2.572087 -3.991399
-4.388094 -1.771596
-4.580591 -3.398214
-5.320077 -4.955499
-4.230906 -4.229396
-4.431207 -5.685422
-4.658596 -2.224363
-3.983777 -4.314222
-4.283719 -3.528446
-4.747918 -5.246753
-2.891449 -5.699332
-4.842295 -4.33259
-5.009028 -3.938359
-3.555743 -2.392982
-4.988782 -2.367268
-4.931079 -5.080928
-2.361206 -3.827998
-3.414858 -3.555212
-3.862936 -2.939142
-1.634393 -3.312486
-4.786387 -2.688776
-3.563194 -2.974454
-5.02855 -4.840609
-4.488513 -3.013776
-2.334194 -5.261012
-4.071124 -5.315926
-4.095879 -3.507329
-2.93419 -3.909718
-3.517533 -4.369013
-4.549683 -4.8167
-3.265103 -3.19795
-3.866651 -2.206683
-3.673772 -4.994674
-4.067834 -3.42446
-3.111917 -3.973674
-4.455909 -3.720314
-5.39224 -4.267648
-3.184710 -4.512626
-6.062345 -3.091314
-6.551442 -5.659682
-3.543375 -3.223813
-4.194725 -5.931352
-4.360212 -4.572094
-4.427727 -4.639031
-4.194047 -5.007183
-5.912439 -4.182317
-4.223828 -4.976895
-2.167066 -4.159909
-3.575427 -5.567446
-2.516494 -3.301859
-4.34391 -3.328465
-4.017632 -4.297613
-4.105797 -4.493119
-5.236128 -2.914591
-3.706186 -4.147074
-4.646794 -4.232962
-4.443741 -3.185871
-3.096666 -4.542248
-2.482528 -3.515075
-5.271668 -3.494677
-4.408087 -2.882607
-4.366722 -3.764593
-4.517201 -4.648678
-6.084307 -3.397594
-3.615696 -3.604075
-5.151032 -4.745248
-3.163152 -3.401060
-4.151799 -3.744961
-5.963791 -3.592888
