-1.867003 -1.128644
-0.7649171 -1.802815
-1.796349 -0.2754169
-1.214633 -1.928862
-1.978295 -2.006246
-1.325118 -0.08286975
-1.479915 -1.193884
-1.080567 -2.085030
-2.426614 -2.026318
-1.497310 -0.08617382
-2.040412 -2.191745
-2.333120 -2.257187
-0.3120314 -2.090861
-1.003032 -1.541687
-2.373213 -2.051958
-0.4237573 -0.8250879
-1.667074 -2.203574
-2.111838 -1.944052
-1.354282 -1.962967
-0.519735 -2.443401
-2.35515 -1.116393
-1.986358 -1.323483
-0.5174017 -1.564223
-1.951774 -0.6541962
-2.016805 -0.2699462
-2.340694 -2.188299
-1.354949 -1.304406
-0.666136 -0.7568193
-1.813432 -2.413577
-2.775503 -0.9179941
-0.7640945 -1.403322
-1.576438 -2.357852
-1.499260 -2.264476
-1.357619 -1.670306
-2.345392 -0.1032531
-0.8786142 -1.761815
-1.103047 -0.4077259
-2.462755 0.4942637
-0.5220758 -0.7834496
-2.327562 -2.491263
-1.685774 0.1181351
-1.289513 -0.6773334
-1.466586 -1.557037
-0.9118912 -1.230007
-1.506737 -0.7272416
-1.735732 -1.141802
-1.293184 -2.721422
-0.1823881 -1.115390
-0.762604 -0.6511788
-1.358141 -0.5085925
-2.603803 -1.424466
-1.871255 -0.8252339
-0.976419 -0.6939747
-1.282674 -1.902120
-1.766784 -1.948222
-1.724229 -0.3546870
-1.339085 -1.973166
0.05351108 -1.310615
-1.452346 -0.8644355
-2.332898 1.199082
-0.6659846 -1.112530
-1.361998 -3.204094
-0.2460541 -1.083405
-1.472675 -1.849796
-1.211315 -0.812311
-2.678225 -2.128327
-1.469536 -0.4936513
-1.331772 -1.709741
-1.250288 -2.974971
-1.441309 -1.579751
-0.7549301 -1.798920
-1.283351 -0.2468077
-2.041997 -2.966615
-1.876086 -1.973667
-1.932802 -1.054122
-2.208297 -2.687756
-2.987001 -2.029461
-1.592927 -1.384823
-0.974116 -1.159724
-1.717173 -1.331261
-1.895147 -2.362787
-1.185430 -1.030750
-1.647962 -1.684983
-0.4948601 -1.856834
-1.738048 -1.543924
-2.344797 -1.571374
-1.526571 -2.99245
-1.984679 -1.586886
-0.6713648 -2.284163
-1.773537 -2.38635
-2.520179 -1.622832
-0.7178042 -2.595796
-0.9079783 -2.232688
-0.7423006 -0.4434566
-1.069291 -0.5985081
-1.411972 -0.9676601
-1.751565 -2.017156
-2.702541 -1.311586
-1.496959 -0.9195817
-1.523288 -1.285239
-0.4549478 -1.044645
-0.878227 -1.169989
-1.502921 -0.9146239
-1.243513 -1.77272
-1.960997 -1.297648
-3.020292 -0.7569602
-1.804854 -1.268354
-1.941132 -1.937114
-1.663887 -0.5166608
-0.5321196 -1.99932
-1.535705 -2.783992
-2.728341 -0.6815909
-0.08241771 -0.9240177
-1.797327 -2.405632
-0.741926 -1.380923
-0.4190812 -1.746794
-1.577566 -1.296925
-0.09800448 -0.8377232
-2.244883 -0.910485
-1.477119 -1.565056
-2.212555 -1.461246
-0.959642 -0.5016434
-1.707182 -1.188621
-1.920181 -1.377626
-0.1748966 -0.5370816
-1.540231 -1.736342
-0.6628912 -0.5978455
-1.879968 -2.433979
-1.230414 -2.111056
-1.557707 -1.248235
-1.542306 -1.181154
