0.000000,0.479534
0.012851,0.527135
0.025702,0.576120
0.038554,0.626089
0.051405,0.676610
0.064256,0.727228
0.077107,0.777480
0.089959,0.826908
0.102810,0.875066
0.115661,0.921540
0.128512,0.965954
0.141364,1.007984
0.154215,1.047367
0.167066,1.083904
0.179917,1.117467
0.192768,1.147998
0.205620,1.175511
0.218471,1.200082
0.231322,1.221848
0.244173,1.240994
0.257025,1.257741
0.269876,1.272339
0.282727,1.285049
0.295578,1.296132
0.308430,1.305838
0.321281,1.314390
0.334132,1.321979
0.346983,1.328753
0.359835,1.334810
0.372686,1.340198
0.385537,1.344911
0.398388,1.348892
0.411239,1.352034
0.424091,1.354189
0.436942,1.355175
0.449793,1.354783
0.462644,1.352788
0.475496,1.348959
0.488347,1.343071
0.501198,1.334911
0.514049,1.324294
0.526901,1.311064
0.539752,1.295107
0.552603,1.276352
0.565454,1.254777
0.578305,1.230411
0.591157,1.203331
0.604008,1.173665
0.616859,1.141584
0.629710,1.107301
0.642562,1.071062
0.655413,1.033141
0.668264,0.993833
0.681115,0.953443
0.693967,0.912283
0.706818,0.870662
0.719669,0.828878
0.732520,0.787212
0.745371,0.745926
0.758223,0.705255
0.771074,0.665404
0.783925,0.626551
0.796776,0.588839
0.809628,0.552381
0.822479,0.517262
0.835330,0.483538
0.848181,0.451242
0.861033,0.420382
0.873884,0.390954
0.886735,0.362936
0.899586,0.336296
0.912437,0.310998
0.925289,0.286999
0.938140,0.264257
0.950991,0.242728
0.963842,0.222374
0.976694,0.203156
0.989545,0.185043
1.002396,0.168002
1.015247,0.152008
1.028099,0.137037
1.040950,0.123065
1.053801,0.110070
1.066652,0.098028
1.079504,0.086917
1.092355,0.076709
1.105206,0.067376
1.118057,0.058886
1.130908,0.051204
1.143760,0.044290
1.156611,0.038105
1.169462,0.032604
1.182313,0.027740
1.195165,0.023468
1.208016,0.019739
1.220867,0.016505
1.233718,0.013719
1.246570,0.011334
1.259421,0.009307
1.272272,0.007595
1.285123,0.006160
1.297974,0.004965
1.310826,0.003976
1.323677,0.003164
1.336528,0.002502
1.349379,0.001966
1.362231,0.001534
1.375082,0.001190
1.387933,0.000917
1.400784,0.000702
1.413636,0.000534
1.426487,0.000403
1.439338,0.000302
1.452189,0.000225
1.465040,0.000167
1.477892,0.000123
1.490743,0.000090
1.503594,0.000065
1.516445,0.000047
1.529297,0.000034
